Sample Name	Protocol REF	Protocol REF	Protocol REF	Parameter Value[Library Selection]	Parameter Value[Library Layout]	Parameter Value[Stranded]	Protocol REF	Parameter Value[Sequencing Instrument]	Parameter Value[Read Length]	Unit	Term Source REF	Term Accession Number	Parameter Value[Base Caller]	Assay Name	Raw Data File	Protocol REF	Parameter Value[ROI Image File Names]	Parameter Value[Slide Image File Names]	Comment[GeoMx Processing Batch]	Protocol REF	Parameter Value[Processed Data File Names]	Protocol REF	Parameter Value[rRNA Contamination]	Unit	Term Source REF	Term Accession Number	Parameter Value[Read Depth]	Unit	Term Source REF	Term Accession Number	Parameter Value[MultiQC File Names]
C003_SKN_L-44_VA_rep2	Cryosection	Nucleic Acid Extraction - Spatial Transcriptomics	Library Construction - Spatial Transcriptomics	polyA enrichment	PAIRED	UNSTRANDED	Nucleic Acid Sequencing - Spatial Transcriptomics	Illumin NovaSeq 6000	27	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	spatial transcriptomics	GLDS-566_SpatialTranscriptomics_SpatialT_I4_C003_L-44_VA_S23_R1_raw.fastq.gz,GLDS-566_SpatialTranscriptomics_SpatialT_I4_C003_L-44_VA_S23_R2_raw.fastq.gz	Imaging Protocol	GLDS-566_SpatialTranscriptomics_C003_L-44_VA_rep2.tiff	GLDS-566_SpatialTranscriptomics_C003_Slide1.tiff	batch 1	Sequence Analysis Data Transformation - Spatial Transcriptomics	GLDS-566_SpatialTranscriptomics_Skin_Biopsy_Spatially_Resolved_Transcriptomics_Processed_Data.xlsx	GeneLab raw data processing protocol - Spatial Transcriptomics	0.06	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	8954942	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-566_GSpatialTranscriptomics_raw_multiqc_GLSpatialTranscriptomics_report.zip
C003_SKN_L-44_OE_rep1	Cryosection	Nucleic Acid Extraction - Spatial Transcriptomics	Library Construction - Spatial Transcriptomics	polyA enrichment	PAIRED	UNSTRANDED	Nucleic Acid Sequencing - Spatial Transcriptomics	Illumin NovaSeq 6000	27	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	spatial transcriptomics	GLDS-566_SpatialTranscriptomics_SpatialT_I4_C003_L-44_OE_S24_R1_raw.fastq.gz,GLDS-566_SpatialTranscriptomics_SpatialT_I4_C003_L-44_OE_S24_R2_raw.fastq.gz	Imaging Protocol	GLDS-566_SpatialTranscriptomics_C003_L-44_OE_rep1.tiff	GLDS-566_SpatialTranscriptomics_C003_Slide1.tiff	batch 1	Sequence Analysis Data Transformation - Spatial Transcriptomics	GLDS-566_SpatialTranscriptomics_Skin_Biopsy_Spatially_Resolved_Transcriptomics_Processed_Data.xlsx	GeneLab raw data processing protocol - Spatial Transcriptomics	0.05	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	11191570	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-566_GSpatialTranscriptomics_raw_multiqc_GLSpatialTranscriptomics_report.zip
C003_SKN_L-44_IE_rep1	Cryosection	Nucleic Acid Extraction - Spatial Transcriptomics	Library Construction - Spatial Transcriptomics	polyA enrichment	PAIRED	UNSTRANDED	Nucleic Acid Sequencing - Spatial Transcriptomics	Illumin NovaSeq 6000	27	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	spatial transcriptomics	GLDS-566_SpatialTranscriptomics_SpatialT_I4_C003_L-44_IE_S25_R1_raw.fastq.gz,GLDS-566_SpatialTranscriptomics_SpatialT_I4_C003_L-44_IE_S25_R2_raw.fastq.gz	Imaging Protocol	GLDS-566_SpatialTranscriptomics_C003_L-44_IE_rep1.tiff	GLDS-566_SpatialTranscriptomics_C003_Slide1.tiff	batch 1	Sequence Analysis Data Transformation - Spatial Transcriptomics	GLDS-566_SpatialTranscriptomics_Skin_Biopsy_Spatially_Resolved_Transcriptomics_Processed_Data.xlsx	GeneLab raw data processing protocol - Spatial Transcriptomics	0.1	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	10456425	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-566_GSpatialTranscriptomics_raw_multiqc_GLSpatialTranscriptomics_report.zip
C003_SKN_L-44_OD_rep2	Cryosection	Nucleic Acid Extraction - Spatial Transcriptomics	Library Construction - Spatial Transcriptomics	polyA enrichment	PAIRED	UNSTRANDED	Nucleic Acid Sequencing - Spatial Transcriptomics	Illumin NovaSeq 6000	27	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	spatial transcriptomics	GLDS-566_SpatialTranscriptomics_SpatialT_I4_C003_L-44_OD_S26_R1_raw.fastq.gz,GLDS-566_SpatialTranscriptomics_SpatialT_I4_C003_L-44_OD_S26_R2_raw.fastq.gz	Imaging Protocol	GLDS-566_SpatialTranscriptomics_C003_L-44_OD_rep2.tiff	GLDS-566_SpatialTranscriptomics_C003_Slide1.tiff	batch 1	Sequence Analysis Data Transformation - Spatial Transcriptomics	GLDS-566_SpatialTranscriptomics_Skin_Biopsy_Spatially_Resolved_Transcriptomics_Processed_Data.xlsx	GeneLab raw data processing protocol - Spatial Transcriptomics	0.08	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	21954153	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-566_GSpatialTranscriptomics_raw_multiqc_GLSpatialTranscriptomics_report.zip
C003_SKN_L-44_VA_rep3	Cryosection	Nucleic Acid Extraction - Spatial Transcriptomics	Library Construction - Spatial Transcriptomics	polyA enrichment	PAIRED	UNSTRANDED	Nucleic Acid Sequencing - Spatial Transcriptomics	Illumin NovaSeq 6000	27	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	spatial transcriptomics	GLDS-566_SpatialTranscriptomics_SpatialT_I4_C003_L-44_VA_S27_R1_raw.fastq.gz,GLDS-566_SpatialTranscriptomics_SpatialT_I4_C003_L-44_VA_S27_R2_raw.fastq.gz	Imaging Protocol	GLDS-566_SpatialTranscriptomics_C003_L-44_VA_rep3.tiff	GLDS-566_SpatialTranscriptomics_C003_Slide1.tiff	batch 1	Sequence Analysis Data Transformation - Spatial Transcriptomics	GLDS-566_SpatialTranscriptomics_Skin_Biopsy_Spatially_Resolved_Transcriptomics_Processed_Data.xlsx	GeneLab raw data processing protocol - Spatial Transcriptomics	0.07	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	15585274	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-566_GSpatialTranscriptomics_raw_multiqc_GLSpatialTranscriptomics_report.zip
C003_SKN_L-44_OE_rep2	Cryosection	Nucleic Acid Extraction - Spatial Transcriptomics	Library Construction - Spatial Transcriptomics	polyA enrichment	PAIRED	UNSTRANDED	Nucleic Acid Sequencing - Spatial Transcriptomics	Illumin NovaSeq 6000	27	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	spatial transcriptomics	GLDS-566_SpatialTranscriptomics_SpatialT_I4_C003_L-44_OE_S28_R1_raw.fastq.gz,GLDS-566_SpatialTranscriptomics_SpatialT_I4_C003_L-44_OE_S28_R2_raw.fastq.gz	Imaging Protocol	GLDS-566_SpatialTranscriptomics_C003_L-44_OE_rep2.tiff	GLDS-566_SpatialTranscriptomics_C003_Slide1.tiff	batch 1	Sequence Analysis Data Transformation - Spatial Transcriptomics	GLDS-566_SpatialTranscriptomics_Skin_Biopsy_Spatially_Resolved_Transcriptomics_Processed_Data.xlsx	GeneLab raw data processing protocol - Spatial Transcriptomics	0.06	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	14347118	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-566_GSpatialTranscriptomics_raw_multiqc_GLSpatialTranscriptomics_report.zip
C003_SKN_L-44_IE_rep2	Cryosection	Nucleic Acid Extraction - Spatial Transcriptomics	Library Construction - Spatial Transcriptomics	polyA enrichment	PAIRED	UNSTRANDED	Nucleic Acid Sequencing - Spatial Transcriptomics	Illumin NovaSeq 6000	27	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	spatial transcriptomics	GLDS-566_SpatialTranscriptomics_SpatialT_I4_C003_L-44_IE_S29_R1_raw.fastq.gz,GLDS-566_SpatialTranscriptomics_SpatialT_I4_C003_L-44_IE_S29_R2_raw.fastq.gz	Imaging Protocol	GLDS-566_SpatialTranscriptomics_C003_L-44_IE_rep2.tiff	GLDS-566_SpatialTranscriptomics_C003_Slide1.tiff	batch 1	Sequence Analysis Data Transformation - Spatial Transcriptomics	GLDS-566_SpatialTranscriptomics_Skin_Biopsy_Spatially_Resolved_Transcriptomics_Processed_Data.xlsx	GeneLab raw data processing protocol - Spatial Transcriptomics	0.07	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	16731710	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-566_GSpatialTranscriptomics_raw_multiqc_GLSpatialTranscriptomics_report.zip
C003_SKN_L-44_OD_rep3	Cryosection	Nucleic Acid Extraction - Spatial Transcriptomics	Library Construction - Spatial Transcriptomics	polyA enrichment	PAIRED	UNSTRANDED	Nucleic Acid Sequencing - Spatial Transcriptomics	Illumin NovaSeq 6000	27	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	spatial transcriptomics	GLDS-566_SpatialTranscriptomics_SpatialT_I4_C003_L-44_OD_S30_R1_raw.fastq.gz,GLDS-566_SpatialTranscriptomics_SpatialT_I4_C003_L-44_OD_S30_R2_raw.fastq.gz	Imaging Protocol	GLDS-566_SpatialTranscriptomics_C003_L-44_OD_rep3.tiff	GLDS-566_SpatialTranscriptomics_C003_Slide1.tiff	batch 1	Sequence Analysis Data Transformation - Spatial Transcriptomics	GLDS-566_SpatialTranscriptomics_Skin_Biopsy_Spatially_Resolved_Transcriptomics_Processed_Data.xlsx	GeneLab raw data processing protocol - Spatial Transcriptomics	0.07	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	21605223	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-566_GSpatialTranscriptomics_raw_multiqc_GLSpatialTranscriptomics_report.zip
C004_SKN_L-44_VA_rep1	Cryosection	Nucleic Acid Extraction - Spatial Transcriptomics	Library Construction - Spatial Transcriptomics	polyA enrichment	PAIRED	UNSTRANDED	Nucleic Acid Sequencing - Spatial Transcriptomics	Illumin NovaSeq 6000	27	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	spatial transcriptomics	GLDS-566_SpatialTranscriptomics_SpatialT_I4_C004_L-44_VA_S31_R1_raw.fastq.gz,GLDS-566_SpatialTranscriptomics_SpatialT_I4_C004_L-44_VA_S31_R2_raw.fastq.gz	Imaging Protocol	GLDS-566_SpatialTranscriptomics_C004_L-44_VA_rep1.tiff	GLDS-566_SpatialTranscriptomics_C004_Slide1.tiff	batch 1	Sequence Analysis Data Transformation - Spatial Transcriptomics	GLDS-566_SpatialTranscriptomics_Skin_Biopsy_Spatially_Resolved_Transcriptomics_Processed_Data.xlsx	GeneLab raw data processing protocol - Spatial Transcriptomics	0.07	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	7062685	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-566_GSpatialTranscriptomics_raw_multiqc_GLSpatialTranscriptomics_report.zip
C004_SKN_L-44_OE_rep1	Cryosection	Nucleic Acid Extraction - Spatial Transcriptomics	Library Construction - Spatial Transcriptomics	polyA enrichment	PAIRED	UNSTRANDED	Nucleic Acid Sequencing - Spatial Transcriptomics	Illumin NovaSeq 6000	27	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	spatial transcriptomics	GLDS-566_SpatialTranscriptomics_SpatialT_I4_C004_L-44_OE_S32_R1_raw.fastq.gz,GLDS-566_SpatialTranscriptomics_SpatialT_I4_C004_L-44_OE_S32_R2_raw.fastq.gz	Imaging Protocol	GLDS-566_SpatialTranscriptomics_C004_L-44_OE_rep1.tiff	GLDS-566_SpatialTranscriptomics_C004_Slide1.tiff	batch 1	Sequence Analysis Data Transformation - Spatial Transcriptomics	GLDS-566_SpatialTranscriptomics_Skin_Biopsy_Spatially_Resolved_Transcriptomics_Processed_Data.xlsx	GeneLab raw data processing protocol - Spatial Transcriptomics	0.07	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	13957808	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-566_GSpatialTranscriptomics_raw_multiqc_GLSpatialTranscriptomics_report.zip
C004_SKN_L-44_IE_rep1	Cryosection	Nucleic Acid Extraction - Spatial Transcriptomics	Library Construction - Spatial Transcriptomics	polyA enrichment	PAIRED	UNSTRANDED	Nucleic Acid Sequencing - Spatial Transcriptomics	Illumin NovaSeq 6000	27	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	spatial transcriptomics	GLDS-566_SpatialTranscriptomics_SpatialT_I4_C004_L-44_IE_S33_R1_raw.fastq.gz,GLDS-566_SpatialTranscriptomics_SpatialT_I4_C004_L-44_IE_S33_R2_raw.fastq.gz	Imaging Protocol	GLDS-566_SpatialTranscriptomics_C004_L-44_IE_rep1.tiff	GLDS-566_SpatialTranscriptomics_C004_Slide1.tiff	batch 1	Sequence Analysis Data Transformation - Spatial Transcriptomics	GLDS-566_SpatialTranscriptomics_Skin_Biopsy_Spatially_Resolved_Transcriptomics_Processed_Data.xlsx	GeneLab raw data processing protocol - Spatial Transcriptomics	0.07	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	18758694	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-566_GSpatialTranscriptomics_raw_multiqc_GLSpatialTranscriptomics_report.zip
C004_SKN_L-44_OD_rep1	Cryosection	Nucleic Acid Extraction - Spatial Transcriptomics	Library Construction - Spatial Transcriptomics	polyA enrichment	PAIRED	UNSTRANDED	Nucleic Acid Sequencing - Spatial Transcriptomics	Illumin NovaSeq 6000	27	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	spatial transcriptomics	GLDS-566_SpatialTranscriptomics_SpatialT_I4_C004_L-44_OD_S34_R1_raw.fastq.gz,GLDS-566_SpatialTranscriptomics_SpatialT_I4_C004_L-44_OD_S34_R2_raw.fastq.gz	Imaging Protocol	GLDS-566_SpatialTranscriptomics_C004_L-44_OD_rep1.tiff	GLDS-566_SpatialTranscriptomics_C004_Slide1.tiff	batch 1	Sequence Analysis Data Transformation - Spatial Transcriptomics	GLDS-566_SpatialTranscriptomics_Skin_Biopsy_Spatially_Resolved_Transcriptomics_Processed_Data.xlsx	GeneLab raw data processing protocol - Spatial Transcriptomics	0.07	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	22358235	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-566_GSpatialTranscriptomics_raw_multiqc_GLSpatialTranscriptomics_report.zip
C004_SKN_R+1_VA_rep1	Cryosection	Nucleic Acid Extraction - Spatial Transcriptomics	Library Construction - Spatial Transcriptomics	polyA enrichment	PAIRED	UNSTRANDED	Nucleic Acid Sequencing - Spatial Transcriptomics	Illumin NovaSeq 6000	27	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	spatial transcriptomics	GLDS-566_SpatialTranscriptomics_SpatialT_I4_C004_R+1_VA_S35_R1_raw.fastq.gz,GLDS-566_SpatialTranscriptomics_SpatialT_I4_C004_R+1_VA_S35_R2_raw.fastq.gz	Imaging Protocol	GLDS-566_SpatialTranscriptomics_C004_R+1_VA_rep1.tiff	GLDS-566_SpatialTranscriptomics_C004_Slide1.tiff	batch 1	Sequence Analysis Data Transformation - Spatial Transcriptomics	GLDS-566_SpatialTranscriptomics_Skin_Biopsy_Spatially_Resolved_Transcriptomics_Processed_Data.xlsx	GeneLab raw data processing protocol - Spatial Transcriptomics	0.07	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	497785214	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-566_GSpatialTranscriptomics_raw_multiqc_GLSpatialTranscriptomics_report.zip
C004_SKN_R+1_OE_rep1	Cryosection	Nucleic Acid Extraction - Spatial Transcriptomics	Library Construction - Spatial Transcriptomics	polyA enrichment	PAIRED	UNSTRANDED	Nucleic Acid Sequencing - Spatial Transcriptomics	Illumin NovaSeq 6000	27	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	spatial transcriptomics	GLDS-566_SpatialTranscriptomics_SpatialT_I4_C004_R+1_OE_S36_R1_raw.fastq.gz,GLDS-566_SpatialTranscriptomics_SpatialT_I4_C004_R+1_OE_S36_R2_raw.fastq.gz	Imaging Protocol	GLDS-566_SpatialTranscriptomics_C004_R+1_OE_rep1.tiff	GLDS-566_SpatialTranscriptomics_C004_Slide1.tiff	batch 1	Sequence Analysis Data Transformation - Spatial Transcriptomics	GLDS-566_SpatialTranscriptomics_Skin_Biopsy_Spatially_Resolved_Transcriptomics_Processed_Data.xlsx	GeneLab raw data processing protocol - Spatial Transcriptomics	0.07	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	11133218	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-566_GSpatialTranscriptomics_raw_multiqc_GLSpatialTranscriptomics_report.zip
C004_SKN_R+1_IE_rep1	Cryosection	Nucleic Acid Extraction - Spatial Transcriptomics	Library Construction - Spatial Transcriptomics	polyA enrichment	PAIRED	UNSTRANDED	Nucleic Acid Sequencing - Spatial Transcriptomics	Illumin NovaSeq 6000	27	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	spatial transcriptomics	GLDS-566_SpatialTranscriptomics_SpatialT_I4_C004_R+1_IE_S37_R1_raw.fastq.gz,GLDS-566_SpatialTranscriptomics_SpatialT_I4_C004_R+1_IE_S37_R2_raw.fastq.gz	Imaging Protocol	GLDS-566_SpatialTranscriptomics_C004_R+1_IE_rep1.tiff	GLDS-566_SpatialTranscriptomics_C004_Slide1.tiff	batch 1	Sequence Analysis Data Transformation - Spatial Transcriptomics	GLDS-566_SpatialTranscriptomics_Skin_Biopsy_Spatially_Resolved_Transcriptomics_Processed_Data.xlsx	GeneLab raw data processing protocol - Spatial Transcriptomics	0.13	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	11826591	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-566_GSpatialTranscriptomics_raw_multiqc_GLSpatialTranscriptomics_report.zip
C004_SKN_R+1_OD_rep1	Cryosection	Nucleic Acid Extraction - Spatial Transcriptomics	Library Construction - Spatial Transcriptomics	polyA enrichment	PAIRED	UNSTRANDED	Nucleic Acid Sequencing - Spatial Transcriptomics	Illumin NovaSeq 6000	27	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	spatial transcriptomics	GLDS-566_SpatialTranscriptomics_SpatialT_I4_C004_R+1_OD_S38_R1_raw.fastq.gz,GLDS-566_SpatialTranscriptomics_SpatialT_I4_C004_R+1_OD_S38_R2_raw.fastq.gz	Imaging Protocol	GLDS-566_SpatialTranscriptomics_C004_R+1_OD_rep1.tiff	GLDS-566_SpatialTranscriptomics_C004_Slide1.tiff	batch 1	Sequence Analysis Data Transformation - Spatial Transcriptomics	GLDS-566_SpatialTranscriptomics_Skin_Biopsy_Spatially_Resolved_Transcriptomics_Processed_Data.xlsx	GeneLab raw data processing protocol - Spatial Transcriptomics	0.08	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	17291374	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-566_GSpatialTranscriptomics_raw_multiqc_GLSpatialTranscriptomics_report.zip
C004_SKN_L-44_VA_rep2	Cryosection	Nucleic Acid Extraction - Spatial Transcriptomics	Library Construction - Spatial Transcriptomics	polyA enrichment	PAIRED	UNSTRANDED	Nucleic Acid Sequencing - Spatial Transcriptomics	Illumin NovaSeq 6000	27	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	spatial transcriptomics	GLDS-566_SpatialTranscriptomics_SpatialT_I4_C004_L-44_VA_S39_R1_raw.fastq.gz,GLDS-566_SpatialTranscriptomics_SpatialT_I4_C004_L-44_VA_S39_R2_raw.fastq.gz	Imaging Protocol	GLDS-566_SpatialTranscriptomics_C004_L-44_VA_rep2.tiff	GLDS-566_SpatialTranscriptomics_C004_Slide1.tiff	batch 1	Sequence Analysis Data Transformation - Spatial Transcriptomics	GLDS-566_SpatialTranscriptomics_Skin_Biopsy_Spatially_Resolved_Transcriptomics_Processed_Data.xlsx	GeneLab raw data processing protocol - Spatial Transcriptomics	0.07	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	15670832	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-566_GSpatialTranscriptomics_raw_multiqc_GLSpatialTranscriptomics_report.zip
C004_SKN_L-44_OE_rep2	Cryosection	Nucleic Acid Extraction - Spatial Transcriptomics	Library Construction - Spatial Transcriptomics	polyA enrichment	PAIRED	UNSTRANDED	Nucleic Acid Sequencing - Spatial Transcriptomics	Illumin NovaSeq 6000	27	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	spatial transcriptomics	GLDS-566_SpatialTranscriptomics_SpatialT_I4_C004_L-44_OE_S40_R1_raw.fastq.gz,GLDS-566_SpatialTranscriptomics_SpatialT_I4_C004_L-44_OE_S40_R2_raw.fastq.gz	Imaging Protocol	GLDS-566_SpatialTranscriptomics_C004_L-44_OE_rep2.tiff	GLDS-566_SpatialTranscriptomics_C004_Slide1.tiff	batch 1	Sequence Analysis Data Transformation - Spatial Transcriptomics	GLDS-566_SpatialTranscriptomics_Skin_Biopsy_Spatially_Resolved_Transcriptomics_Processed_Data.xlsx	GeneLab raw data processing protocol - Spatial Transcriptomics	0.07	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	10760491	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-566_GSpatialTranscriptomics_raw_multiqc_GLSpatialTranscriptomics_report.zip
C004_SKN_L-44_IE_rep2	Cryosection	Nucleic Acid Extraction - Spatial Transcriptomics	Library Construction - Spatial Transcriptomics	polyA enrichment	PAIRED	UNSTRANDED	Nucleic Acid Sequencing - Spatial Transcriptomics	Illumin NovaSeq 6000	27	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	spatial transcriptomics	GLDS-566_SpatialTranscriptomics_SpatialT_I4_C004_L-44_IE_S41_R1_raw.fastq.gz,GLDS-566_SpatialTranscriptomics_SpatialT_I4_C004_L-44_IE_S41_R2_raw.fastq.gz	Imaging Protocol	GLDS-566_SpatialTranscriptomics_C004_L-44_IE_rep2.tiff	GLDS-566_SpatialTranscriptomics_C004_Slide1.tiff	batch 1	Sequence Analysis Data Transformation - Spatial Transcriptomics	GLDS-566_SpatialTranscriptomics_Skin_Biopsy_Spatially_Resolved_Transcriptomics_Processed_Data.xlsx	GeneLab raw data processing protocol - Spatial Transcriptomics	0.07	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	13978341	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-566_GSpatialTranscriptomics_raw_multiqc_GLSpatialTranscriptomics_report.zip
C004_SKN_L-44_OD_rep2	Cryosection	Nucleic Acid Extraction - Spatial Transcriptomics	Library Construction - Spatial Transcriptomics	polyA enrichment	PAIRED	UNSTRANDED	Nucleic Acid Sequencing - Spatial Transcriptomics	Illumin NovaSeq 6000	27	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	spatial transcriptomics	GLDS-566_SpatialTranscriptomics_SpatialT_I4_C004_L-44_OD_S42_R1_raw.fastq.gz,GLDS-566_SpatialTranscriptomics_SpatialT_I4_C004_L-44_OD_S42_R2_raw.fastq.gz	Imaging Protocol	GLDS-566_SpatialTranscriptomics_C004_L-44_OD_rep2.tiff	GLDS-566_SpatialTranscriptomics_C004_Slide1.tiff	batch 1	Sequence Analysis Data Transformation - Spatial Transcriptomics	GLDS-566_SpatialTranscriptomics_Skin_Biopsy_Spatially_Resolved_Transcriptomics_Processed_Data.xlsx	GeneLab raw data processing protocol - Spatial Transcriptomics	0.08	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	12127076	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-566_GSpatialTranscriptomics_raw_multiqc_GLSpatialTranscriptomics_report.zip
NTC_Batch2	Cryosection	Nucleic Acid Extraction - Spatial Transcriptomics	Library Construction - Spatial Transcriptomics	polyA enrichment	PAIRED	UNSTRANDED	Nucleic Acid Sequencing - Spatial Transcriptomics	Illumin NovaSeq 6000	27	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	spatial transcriptomics	GLDS-566_SpatialTranscriptomics_SpatialT_I4_NTC_NTC_NTC_S44_R1_raw.fastq.gz,GLDS-566_SpatialTranscriptomics_SpatialT_I4_NTC_NTC_NTC_S44_R2_raw.fastq.gz	Imaging Protocol	Not Applicable	Not Applicable	batch 2	Sequence Analysis Data Transformation - Spatial Transcriptomics	GLDS-566_SpatialTranscriptomics_Skin_Biopsy_Spatially_Resolved_Transcriptomics_Processed_Data.xlsx	GeneLab raw data processing protocol - Spatial Transcriptomics	0.31	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	26601796	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-566_GSpatialTranscriptomics_raw_multiqc_GLSpatialTranscriptomics_report.zip
C001_SKN_L-44_IE_rep3	Cryosection	Nucleic Acid Extraction - Spatial Transcriptomics	Library Construction - Spatial Transcriptomics	polyA enrichment	PAIRED	UNSTRANDED	Nucleic Acid Sequencing - Spatial Transcriptomics	Illumin NovaSeq 6000	27	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	spatial transcriptomics	GLDS-566_SpatialTranscriptomics_SpatialT_I4_C001_L-44_IE_S45_R1_raw.fastq.gz,GLDS-566_SpatialTranscriptomics_SpatialT_I4_C001_L-44_IE_S45_R2_raw.fastq.gz	Imaging Protocol	GLDS-566_SpatialTranscriptomics_C001_L-44_IE_rep3.tiff	GLDS-566_SpatialTranscriptomics_C001_Slide2.tiff	batch 2	Sequence Analysis Data Transformation - Spatial Transcriptomics	GLDS-566_SpatialTranscriptomics_Skin_Biopsy_Spatially_Resolved_Transcriptomics_Processed_Data.xlsx	GeneLab raw data processing protocol - Spatial Transcriptomics	0.09	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	3610554	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-566_GSpatialTranscriptomics_raw_multiqc_GLSpatialTranscriptomics_report.zip
C001_SKN_L-44_OE_rep3	Cryosection	Nucleic Acid Extraction - Spatial Transcriptomics	Library Construction - Spatial Transcriptomics	polyA enrichment	PAIRED	UNSTRANDED	Nucleic Acid Sequencing - Spatial Transcriptomics	Illumin NovaSeq 6000	27	base pair	UO	http://purl.obolibrary.org/obo/UO_0000244	bcl2fastq	spatial transcriptomics	GLDS-566_SpatialTranscriptomics_SpatialT_I4_C001_L-44_OE_S46_R1_raw.fastq.gz,GLDS-566_SpatialTranscriptomics_SpatialT_I4_C001_L-44_OE_S46_R2_raw.fastq.gz	Imaging Protocol	GLDS-566_SpatialTranscriptomics_C001_L-44_OE_rep3.tiff	GLDS-566_SpatialTranscriptomics_C001_Slide2.tiff	batch 2	Sequence Analysis Data Transformation - Spatial Transcriptomics	GLDS-566_SpatialTranscriptomics_Skin_Biopsy_Spatially_Resolved_Transcriptomics_Processed_Data.xlsx	GeneLab raw data processing protocol - Spatial Transcriptomics	0.07	percent	UO	http://purl.obolibrary.org/obo/UO_0000187	99936137	read	SO	http://purl.obolibrary.org/obo/SO_0000150	GLDS-566_GSpatialTranscriptomics_raw_multiqc_GLSpatialTranscriptomics_report.zip
